SCH_YEAR,DIST_NAME,SCH_NAME,DISAGG_LABEL,FOUR_YR_GRADRATE,,,,,,,,,,,,
20122013,Bell County,Bell County High School,African American,***,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Hispanic,***,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Asian,***,,,,,,,,,,,,
20122013,Bell County,Bell County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Two or more races,***,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Migrant,***,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Free/Reduced-Price Meals,93.0,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Disability-With IEP (Total),77.3,,,,,,,,,,,,
20122013,Bell County,Bell County High School,Gap Group (non-duplicated),92.3,,,,,,,,,,,,
20122013,Bell County,--District Total--,All Students,88.0,,,,,,,,,,,,
20122013,Bell County,--District Total--,Male,89.9,,,,,,,,,,,,
20122013,Bell County,--District Total--,Female,87.0,,,,,,,,,,,,
20122013,Bell County,--District Total--,White (Non-Hispanic),88.3,,,,,,,,,,,,
20122013,Bell County,--District Total--,African American,***,,,,,,,,,,,,
20122013,Bell County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Bell County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Bell County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Bell County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Bell County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Bell County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Bell County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Bell County,--District Total--,Free/Reduced-Price Meals,88.1,,,,,,,,,,,,
20122013,Bell County,--District Total--,Disability-With IEP (Total),73.9,,,,,,,,,,,,
20122013,Bell County,--District Total--,Gap Group (non-duplicated),87.5,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,All Students,94.1,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Male,91.7,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Female,100.0,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,White (Non-Hispanic),93.8,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,African American,***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Hispanic,***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Asian,***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Two or more races,***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Migrant,***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Free/Reduced-Price Meals,94.3,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Bellevue Independent,Bellevue High School,Gap Group (non-duplicated),94.6,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,All Students,94.1,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Male,91.7,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Female,100.0,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,White (Non-Hispanic),93.8,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,African American,***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Free/Reduced-Price Meals,94.3,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Bellevue Independent,--District Total--,Gap Group (non-duplicated),94.6,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,All Students,95.8,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Male,95.1,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Female,96.8,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,White (Non-Hispanic),95.3,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,African American,***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Hispanic,***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Asian,***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Two or more races,***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Migrant,***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Free/Reduced-Price Meals,95.3,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Berea Independent,Berea Community High School,Gap Group (non-duplicated),95.7,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,All Students,95.8,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Male,95.1,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Female,96.8,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,White (Non-Hispanic),95.3,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,African American,***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Free/Reduced-Price Meals,95.3,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Berea Independent,--District Total--,Gap Group (non-duplicated),95.7,,,,,,,,,,,,
20122013,Boone County,Boone County High School,All Students,89.3,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Male,88.8,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Female,89.8,,,,,,,,,,,,
20122013,Boone County,Boone County High School,White (Non-Hispanic),90.2,,,,,,,,,,,,
20122013,Boone County,Boone County High School,African American,90.0,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Hispanic,76.9,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Asian,***,,,,,,,,,,,,
20122013,Boone County,Boone County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Two or more races,***,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Migrant,***,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Free/Reduced-Price Meals,85.9,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Disability-With IEP (Total),61.9,,,,,,,,,,,,
20122013,Boone County,Boone County High School,Gap Group (non-duplicated),83.8,,,,,,,,,,,,
20122013,Boone County,Conner High School,All Students,93.2,,,,,,,,,,,,
20122013,Boone County,Conner High School,Male,91.8,,,,,,,,,,,,
20122013,Boone County,Conner High School,Female,95.3,,,,,,,,,,,,
20122013,Boone County,Conner High School,White (Non-Hispanic),92.8,,,,,,,,,,,,
20122013,Boone County,Conner High School,African American,***,,,,,,,,,,,,
20122013,Boone County,Conner High School,Hispanic,100.0,,,,,,,,,,,,
20122013,Boone County,Conner High School,Asian,***,,,,,,,,,,,,
20122013,Boone County,Conner High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Boone County,Conner High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Boone County,Conner High School,Two or more races,***,,,,,,,,,,,,
20122013,Boone County,Conner High School,Migrant,***,,,,,,,,,,,,
20122013,Boone County,Conner High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Boone County,Conner High School,Free/Reduced-Price Meals,86.6,,,,,,,,,,,,
20122013,Boone County,Conner High School,Disability-With IEP (Total),75.0,,,,,,,,,,,,
20122013,Boone County,Conner High School,Gap Group (non-duplicated),87.5,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,All Students,92.8,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Male,91.3,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Female,95.1,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,White (Non-Hispanic),93.2,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,African American,90.0,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Hispanic,85.0,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Asian,***,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Two or more races,100.0,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Migrant,***,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Free/Reduced-Price Meals,85.3,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Disability-With IEP (Total),64.7,,,,,,,,,,,,
20122013,Boone County,Larry A. Ryle High School,Gap Group (non-duplicated),83.3,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,All Students,94.5,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Male,91.8,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Female,97.5,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,White (Non-Hispanic),94.8,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,African American,***,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Hispanic,***,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Asian,***,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Two or more races,***,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Migrant,***,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Free/Reduced-Price Meals,87.7,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Disability-With IEP (Total),69.2,,,,,,,,,,,,
20122013,Boone County,Randall K. Cooper High School,Gap Group (non-duplicated),89.0,,,,,,,,,,,,
20122013,Boone County,--District Total--,All Students,92.3,,,,,,,,,,,,
20122013,Boone County,--District Total--,Male,90.9,,,,,,,,,,,,
20122013,Boone County,--District Total--,Female,94.2,,,,,,,,,,,,
20122013,Boone County,--District Total--,White (Non-Hispanic),92.7,,,,,,,,,,,,
20122013,Boone County,--District Total--,African American,87.8,,,,,,,,,,,,
20122013,Boone County,--District Total--,Hispanic,85.7,,,,,,,,,,,,
20122013,Boone County,--District Total--,Asian,100.0,,,,,,,,,,,,
20122013,Boone County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Boone County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Boone County,--District Total--,Two or more races,100.0,,,,,,,,,,,,
20122013,Boone County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Boone County,--District Total--,Limited English Proficiency,72.7,,,,,,,,,,,,
20122013,Boone County,--District Total--,Free/Reduced-Price Meals,86.3,,,,,,,,,,,,
20122013,Boone County,--District Total--,Disability-With IEP (Total),67.2,,,,,,,,,,,,
20122013,Boone County,--District Total--,Gap Group (non-duplicated),85.4,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,All Students,90.5,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Male,89.0,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Female,92.1,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,White (Non-Hispanic),90.4,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,African American,92.9,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Hispanic,93.3,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Asian,***,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Two or more races,***,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Migrant,***,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Free/Reduced-Price Meals,86.6,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Disability-With IEP (Total),57.9,,,,,,,,,,,,
20122013,Bourbon County,Bourbon County High School,Gap Group (non-duplicated),86.5,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,All Students,90.5,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Male,89.0,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Female,92.1,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,White (Non-Hispanic),90.4,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,African American,92.9,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Hispanic,93.3,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Free/Reduced-Price Meals,86.6,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Disability-With IEP (Total),57.9,,,,,,,,,,,,
20122013,Bourbon County,--District Total--,Gap Group (non-duplicated),86.5,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,All Students,95.7,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,Male,94.4,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,Female,96.9,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,White (Non-Hispanic),98.3,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,African American,91.8,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,Hispanic,94.4,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,Asian,***,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Bowling Green Independent,Bowling Green High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
