SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_UNKNOWN_CNT,TRANSITION_UNKNOWN_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20162017,004,BALLARD,015,Ballard County,050,Ballard County Elementary School,015050,004015050,210021000356,"$11,578",516.65,544,287,52.8%,257,47.2%,487,89.5%,12,2.2%,9,1.7%,1,0.2%,1,0.2%,0,0.0%,34,6.3%,346,63.6%,22,4.0%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,32.00,1.00,31.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,1,0.0%,13.8,34.4%,53.1%,12.5%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,187,3,3,"1,588",WKEC,908
20162017,004,BALLARD,015,Ballard County,005,Ballard County Middle School,015005,004015005,210021000035,"$10,489",272.6,288,151,52.4%,137,47.6%,254,88.2%,13,4.5%,5,1.7%,2,0.7%,2,0.7%,0,0.0%,12,4.2%,156,54.2%,12,4.2%,95.6%,0.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,18.00,3.00,15.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1,0.0%,13.2,30.8%,53.8%,15.4%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,293,18,2,216,WKEC,908
20162017,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,"$12,923",383.25,398,226,56.8%,172,43.2%,352,88.4%,22,5.5%,8,2.0%,2,0.5%,0,0.0%,0,0.0%,14,3.5%,192,48.2%,15,3.8%,94.4%,0.0%,1.2%,N/A,46,53.5%,46,53.5%,N/A,0.0%,2,2.3%,23,26.7%,N/A,0.0%,8,9.3%,7,8.1%,14:1,32.00,12.00,20.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,1,0.0%,12.5,25.0%,53.6%,21.4%,0.0%,0.0%,100.0%,0.0%,1:1,100%,215,15,6,200,WKEC,908
20162017,004,BALLARD,015,Ballard County,,---District Total---,015,,,"$11,677","1,172.5","1,230",664,54.0%,566,46.0%,"1,093",88.9%,47,3.8%,22,1.8%,5,0.4%,3,0.2%,0,0.0%,60,4.9%,694,56.4%,49,4.0%,95.2%,0.2%,0.8%,N/A,46,53.5%,46,53.5%,N/A,0.0%,2,2.3%,23,26.7%,N/A,0.0%,8,9.3%,7,8.1%,15:1,81.00,13.00,68.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,4,0.0%,13.3,30.0%,53.3%,16.7%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,695,36,11,"2,004",WKEC,908
20162017,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,"$8,060",626.13,667,318,47.7%,349,52.3%,639,95.8%,17,2.5%,4,0.6%,4,0.6%,0,0.0%,0,0.0%,3,0.4%,409,61.3%,35,5.2%,93.0%,0.2%,0.3%,N/A,24,54.6%,22,50.0%,2,4.6%,5,11.4%,10,22.7%,1,2.3%,4,9.1%,N/A,0.0%,17:1,39.00,10.00,29.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,0,0.0%,14,6.8%,50.0%,40.9%,2.3%,0.0%,100.0%,4.3%,2.1:1,100%,492,0,0,"2,263",SESC,907
20162017,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,"$9,254",626.13,667,318,47.7%,349,52.3%,639,95.8%,17,2.5%,4,0.6%,4,0.6%,0,0.0%,0,0.0%,3,0.4%,409,61.3%,35,5.2%,93.2%,0.2%,0.3%,N/A,24,54.6%,22,50.0%,2,4.6%,5,11.4%,10,22.7%,1,2.3%,4,9.1%,N/A,0.0%,17:1,39.00,10.00,29.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,,0.0%,14,6.8%,50.0%,40.9%,2.3%,0.0%,100.0%,4.3%,2.1:1,100%,492,0,0,"2,263",SESC,907
20162017,090,NELSON,017,Bardstown Independent,005,Bardstown Alternative School,017005,090017005,210027002359,"$26,245",14.04,31,22,71.0%,9,29.0%,16,51.6%,9,29.0%,3,9.7%,0,0.0%,0,0.0%,0,0.0%,3,9.7%,29,93.5%,1,3.2%,63.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31:1,.00,.00,.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0%,21,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,.3:1,100%,22,,,0,CKEC,901
20162017,090,NELSON,017,Bardstown Independent,010,Bardstown Elementary School,017010,090017010,210027000044,"$10,627",604.94,631,336,53.2%,295,46.8%,428,67.8%,71,11.3%,43,6.8%,21,3.3%,1,0.2%,0,0.0%,67,10.6%,377,59.7%,40,6.3%,95.5%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,37.00,3.00,34.00,36.00,1.00,0.00,0.00,0.00,0.00,0.00,37.00,,0.0%,13.2,13.5%,43.2%,43.2%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,635,32,2,"1,200",CKEC,901
20162017,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,"$12,479",540.81,575,307,53.4%,268,46.6%,393,68.3%,122,21.2%,31,5.4%,5,0.9%,1,0.2%,0,0.0%,23,4.0%,285,49.6%,39,6.8%,93.1%,7.0%,1.1%,N/A,37,31.4%,36,30.5%,1,0.9%,13,11.0%,48,40.7%,10,8.5%,8,6.8%,2,1.7%,15:1,39.00,19.00,20.00,33.00,5.00,0.00,0.00,0.00,1.00,0.00,39.00,0,0.0%,12,8.5%,46.8%,42.6%,2.1%,0.0%,100.0%,0.0%,1.3:1,100%,275,24,2,150,CKEC,901
20162017,090,NELSON,017,Bardstown Independent,030,Bardstown Middle School,017030,090017030,210027000046,"$10,063",548.15,576,281,48.8%,295,51.2%,382,66.3%,96,16.7%,43,7.5%,9,1.6%,1,0.2%,0,0.0%,45,7.8%,410,71.2%,26,4.5%,95.0%,0.0%,0.0%,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,1,33.3%,N/A,0.0%,2,66.7%,N/A,0.0%,18:1,32.00,13.00,19.00,28.00,3.00,0.00,0.00,0.00,1.00,0.00,32.00,0,0.0%,13.9,9.8%,61.0%,29.3%,0.0%,0.0%,100.0%,0.0%,1.5:1,100%,52,43,3,19,CKEC,901
20162017,090,NELSON,017,Bardstown Independent,012,Bardstown Primary School,017012,090017012,210027002050,"$11,718",602.76,636,334,52.5%,302,47.5%,437,68.7%,69,10.8%,49,7.7%,10,1.6%,0,0.0%,0,0.0%,71,11.2%,385,60.5%,40,6.3%,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,38.00,1.00,37.00,36.00,2.00,0.00,0.00,0.00,0.00,0.00,38.00,0,0.0%,13.2,14.7%,35.3%,50.0%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,627,33,3,"7,500",CKEC,901
20162017,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,"$11,883","2,310.69","2,449","1,280",52.3%,"1,169",47.7%,"1,656",67.6%,367,15.0%,169,6.9%,45,1.8%,3,0.1%,0,0.0%,209,8.5%,"1,486",60.7%,146,6.0%,94.4%,3.0%,0.8%,N/A,37,31.4%,36,30.5%,1,0.9%,13,11.0%,48,40.7%,10,8.5%,8,6.8%,2,1.7%,15:1,155.00,36.00,119.00,142.00,11.00,0.00,0.00,0.00,2.00,0.00,155.00,3,0.0%,13.1,13.1%,46.4%,39.9%,0.6%,0.0%,100.0%,0.0%,1.4:1,100%,"1,611",132,10,"8,869",CKEC,901
20162017,005,BARREN,021,Barren County,010,Austin Tracy Elementary School,021010,005021010,210030000047,"$13,451",209.45,221,119,53.8%,102,46.2%,204,92.3%,0,0.0%,8,3.6%,0,0.0%,0,0.0%,0,0.0%,9,4.1%,157,71.0%,8,3.6%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,19.00,5.00,14.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,1,0.0%,13.4,23.5%,47.1%,29.4%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,160,25,3,"29,849",GRREC,902
20162017,005,BARREN,021,Barren County,012,BAVEL,021012,005021012,210030001970,"$6,488",191.7,255,98,38.4%,157,61.6%,218,85.5%,3,1.2%,15,5.9%,5,2.0%,1,0.4%,0,0.0%,13,5.1%,45,17.6%,1,0.4%,N/A,N/A,N/A,N/A,18,39.1%,15,32.6%,3,6.5%,14,30.4%,13,28.3%,1,2.2%,N/A,0.0%,N/A,0.0%,85:1,3.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,19.2:1,100%,255,,,350,GRREC,902
20162017,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,"$10,719","1,175.77","1,230",608,49.4%,622,50.6%,"1,153",93.7%,11,0.9%,45,3.7%,0,0.0%,0,0.0%,1,0.1%,20,1.6%,570,46.3%,54,4.4%,93.5%,1.9%,0.6%,N/A,155,57.0%,139,51.1%,16,5.9%,23,8.5%,33,12.1%,50,18.4%,1,0.4%,10,3.7%,17:1,73.00,29.00,44.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,3,0.0%,15.5,14.3%,36.9%,45.2%,2.4%,1.2%,100.0%,0.0%,1.8:1,100%,832,24,2,"51,684",GRREC,902
20162017,005,BARREN,021,Barren County,050,Barren County Middle School,021050,005021050,210030000607,"$9,428",650.94,691,336,48.6%,355,51.4%,640,92.6%,14,2.0%,18,2.6%,3,0.4%,1,0.1%,0,0.0%,15,2.2%,380,55.0%,33,4.8%,94.7%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,39.00,9.00,30.00,38.00,1.00,0.00,0.00,0.00,0.00,0.00,39.00,4,0.0%,11.1,32.6%,32.6%,34.9%,0.0%,0.0%,100.0%,2.3%,1.7:1,100%,210,3,6,"39,301",GRREC,902
20162017,005,BARREN,021,Barren County,011,College Street Campus,021011,005021011,210030001303,"$24,455",50.78,69,37,53.6%,32,46.4%,66,95.7%,2,2.9%,1,1.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,57,82.6%,2,2.9%,90.2%,N/A,N/A,N/A,1,6.7%,N/A,0.0%,1,6.7%,7,46.7%,5,33.3%,1,6.7%,N/A,0.0%,1,6.7%,8:1,9.00,5.00,4.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,1,0.0%,13.8,37.5%,12.5%,37.5%,12.5%,0.0%,100.0%,0.0%,.7:1,100%,30,,,"3,172",GRREC,902
20162017,005,BARREN,021,Barren County,035,Eastern Elementary School,021035,005021035,210030000049,"$11,207",347.13,370,190,51.4%,180,48.6%,345,93.2%,6,1.6%,9,2.4%,2,0.5%,0,0.0%,2,0.5%,6,1.6%,216,58.4%,15,4.1%,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,29.00,3.00,26.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,2,0.0%,9.5,39.3%,42.9%,17.9%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,238,35,2,"27,445",GRREC,902
20162017,005,BARREN,021,Barren County,080,Hiseville Elementary School,021080,005021080,210030000050,"$14,735",207.14,220,108,49.1%,112,50.9%,204,92.7%,1,0.5%,5,2.3%,0,0.0%,0,0.0%,0,0.0%,10,4.5%,159,72.3%,5,2.3%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,18.00,2.00,16.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1,0.0%,16.5,25.0%,56.3%,18.8%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,260,50,10,"21,154",GRREC,902
20162017,005,BARREN,021,Barren County,014,North Jackson Elementary,021014,005021014,210030002232,"$10,237",488.35,515,253,49.1%,262,50.9%,470,91.3%,4,0.8%,19,3.7%,7,1.4%,1,0.2%,1,0.2%,13,2.5%,230,44.7%,18,3.5%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,32.00,1.00,31.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,1,0.0%,10,23.3%,56.7%,20.0%,0.0%,0.0%,100.0%,3.3%,1.6:1,100%,476,55,20,"67,581",GRREC,902
20162017,005,BARREN,021,Barren County,130,Park City Elementary School,021130,005021130,210030000051,"$11,518",367.5,376,191,50.8%,185,49.2%,323,85.9%,6,1.6%,29,7.7%,1,0.3%,0,0.0%,0,0.0%,17,4.5%,266,70.7%,26,6.9%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,28.00,5.00,23.00,26.00,2.00,0.00,0.00,0.00,0.00,0.00,28.00,0,0.0%,10.6,45.8%,54.2%,0.0%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,121,47,16,"24,465",GRREC,902
20162017,005,BARREN,021,Barren County,150,Red Cross Elementary School,021150,005021150,210030000052,"$11,184",582.67,611,322,52.7%,289,47.3%,553,90.5%,8,1.3%,31,5.1%,1,0.2%,0,0.0%,0,0.0%,18,2.9%,361,59.1%,32,5.2%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,44.00,4.00,40.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,7,0.0%,14.2,15.8%,31.6%,52.6%,0.0%,0.0%,100.0%,2.6%,2.1:1,100%,312,66,7,"55,372",GRREC,902
20162017,005,BARREN,021,Barren County,180,Temple Hill Elementary School,021180,005021180,210030000053,"$12,311",259.01,272,141,51.8%,131,48.2%,243,89.3%,1,0.4%,23,8.5%,0,0.0%,0,0.0%,0,0.0%,5,1.8%,152,55.9%,17,6.3%,96.1%,0.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,21.00,1.00,20.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,2,0.0%,14.7,15.0%,35.0%,50.0%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,137,18,3,"26,603",GRREC,902
20162017,005,BARREN,021,Barren County,,---District Total---,021,,,"$11,499","4,530.43","4,830","2,403",49.8%,"2,427",50.2%,"4,419",91.5%,56,1.2%,203,4.2%,19,0.4%,3,0.1%,4,0.1%,126,2.6%,"2,593",53.7%,211,4.4%,94.9%,1.2%,1.2%,N/A,174,52.3%,154,46.3%,20,6.0%,44,13.2%,51,15.3%,52,15.6%,1,0.3%,11,3.3%,15:1,304.00,63.00,241.00,300.00,4.00,0.00,0.00,0.00,0.00,0.00,304.00,20,0.0%,13,24.4%,40.3%,34.1%,1.0%,0.3%,100.0%,1.0%,1.7:1,100%,"3,031",323,69,"346,976",GRREC,902
20162017,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,"$8,819",528.28,574,296,51.6%,278,48.4%,557,97.0%,6,1.0%,7,1.2%,0,0.0%,0,0.0%,0,0.0%,4,0.7%,381,66.4%,35,6.1%,91.5%,1.4%,0.5%,N/A,81,57.0%,81,57.0%,N/A,0.0%,N/A,0.0%,21,14.8%,38,26.8%,N/A,0.0%,2,1.4%,14:1,42.00,22.00,20.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,2,0.0%,15.7,15.6%,37.8%,42.2%,4.4%,0.0%,100.0%,0.0%,1.4:1,100%,369,12,2,58,KEDC,903
20162017,006,BATH,025,Bath County,020,Bath County Middle School,025020,006025020,210033001606,"$6,637",453.56,480,248,51.7%,232,48.3%,451,94.0%,2,0.4%,19,4.0%,2,0.4%,1,0.2%,0,0.0%,5,1.0%,328,68.3%,22,4.6%,93.7%,1.3%,0.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,32.00,8.00,24.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,2,0.0%,9.7,30.8%,38.5%,30.8%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,300,3,2,350,KEDC,903
20162017,006,BATH,025,Bath County,014,Crossroads Elementary School,025014,006025014,210033002223,"$7,189",417.2,440,246,55.9%,194,44.1%,417,94.8%,3,0.7%,13,3.0%,0,0.0%,0,0.0%,0,0.0%,7,1.6%,313,71.1%,19,4.3%,94.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,28.00,1.00,27.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0,0.0%,12.7,36.7%,53.3%,10.0%,0.0%,0.0%,100.0%,0.0%,1.8:1,100%,466,8,2,"1,351",KEDC,903
20162017,006,BATH,025,Bath County,030,Owingsville Elementary School,025030,006025030,210033000056,"$7,428",493.07,525,284,54.1%,241,45.9%,500,95.2%,2,0.4%,14,2.7%,1,0.2%,0,0.0%,0,0.0%,8,1.5%,376,71.6%,7,1.3%,94.5%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,36.00,2.00,34.00,35.00,0.00,1.00,0.00,0.00,0.00,0.00,36.00,4,0.0%,13.3,24.2%,45.5%,27.3%,3.0%,0.0%,100.0%,0.0%,1.7:1,100%,519,3,3,"1,158",KEDC,903
20162017,006,BATH,025,Bath County,012,Second Chance Academy,025012,006025012,210033002335,"$24,380",5.,7,6,85.7%,1,14.3%,7,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,6,85.7%,0,0.0%,82.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:1,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0,0.0%,18,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,.3:1,100%,40,,,0,KEDC,903
20162017,006,BATH,025,Bath County,,---District Total---,025,,,"$10,368","1,897.1","2,026","1,080",53.3%,946,46.7%,"1,932",95.4%,13,0.6%,53,2.6%,3,0.1%,1,0.0%,0,0.0%,24,1.2%,"1,404",69.3%,83,4.1%,93.4%,1.3%,0.7%,N/A,81,57.0%,81,57.0%,N/A,0.0%,N/A,0.0%,21,14.8%,38,26.8%,N/A,0.0%,2,1.4%,14:1,138.00,32.00,106.00,137.00,0.00,1.00,0.00,0.00,0.00,0.00,138.00,9,0.0%,13.2,25.0%,44.1%,28.7%,2.2%,0.0%,100.0%,0.0%,1.6:1,100%,"1,694",26,9,"2,917",KEDC,903
20162017,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,"$7,209",689.51,712,355,49.9%,357,50.1%,610,85.7%,5,0.7%,62,8.7%,14,2.0%,0,0.0%,0,0.0%,21,2.9%,168,23.6%,14,2.0%,97.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,43.00,4.00,39.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,5,0.0%,13.9,15.8%,52.6%,31.6%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,625,110,12,"1,265",NKCES,905
20162017,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,"$8,208",628.77,650,339,52.2%,311,47.8%,582,89.5%,2,0.3%,28,4.3%,18,2.8%,3,0.5%,0,0.0%,17,2.6%,86,13.2%,6,0.9%,96.3%,0.6%,0.0%,N/A,92,86.0%,67,62.6%,25,23.4%,N/A,0.0%,8,7.5%,3,2.8%,3,2.8%,1,0.9%,18:1,36.00,13.00,23.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,3,0.0%,14.3,7.7%,56.4%,35.9%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,425,156,15,"1,334",NKCES,905
20162017,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,"$12,689",37.01,39,22,56.4%,17,43.6%,32,82.1%,3,7.7%,1,2.6%,0,0.0%,1,2.6%,0,0.0%,2,5.1%,0,0.0%,0,0.0%,99.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,4.00,2.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,,0.0%,9,0.0%,75.0%,25.0%,0.0%,0.0%,100.0%,0.0%,.3:1,100%,60,,,"1,200",NKCES,905
20162017,059,KENTON,026,Beechwood Independent,,---District Total---,026,,,"$9,392","1,355.3","1,401",716,51.1%,685,48.9%,"1,224",87.4%,10,0.7%,91,6.5%,32,2.3%,4,0.3%,0,0.0%,40,2.9%,254,18.1%,20,1.4%,96.8%,0.5%,0.0%,N/A,92,86.0%,67,62.6%,25,23.4%,N/A,0.0%,8,7.5%,3,2.8%,3,2.8%,1,0.9%,16:1,83.00,19.00,64.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00,8,0.0%,14.1,11.1%,55.6%,33.3%,0.0%,0.0%,100.0%,0.0%,.5:1,100%,"1,110",266,27,"3,799",NKCES,905
20162017,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,"$9,008",491.54,516,247,47.9%,269,52.1%,505,97.9%,6,1.2%,2,0.4%,1,0.2%,0,0.0%,0,0.0%,2,0.4%,379,73.4%,30,5.8%,94.0%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,38.00,6.00,32.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0,0.0%,14.9,17.9%,35.9%,43.6%,2.6%,0.0%,100.0%,0.0%,1.9:1,100%,450,6,2,"3,220",SESC,907
20162017,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,"$23,322",20.66,38,21,55.3%,17,44.7%,35,92.1%,1,2.6%,2,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,33,86.8%,1,2.6%,77.8%,N/A,N/A,N/A,2,28.6%,2,28.6%,N/A,0.0%,1,14.3%,2,28.6%,1,14.3%,1,14.3%,N/A,0.0%,25:1,2.00,2.00,.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0,0.0%,23,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,38,,,0,SESC,907
20162017,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,"$7,794",675.68,748,413,55.2%,335,44.8%,735,98.3%,4,0.5%,3,0.4%,0,0.0%,2,0.3%,0,0.0%,4,0.5%,552,73.8%,38,5.1%,89.8%,1.9%,0.7%,N/A,113,68.5%,109,66.1%,4,2.4%,4,2.4%,24,14.6%,N/A,0.0%,20,12.1%,4,2.4%,18:1,41.00,22.00,19.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,1,0.0%,14.4,21.3%,25.5%,51.1%,2.1%,0.0%,100.0%,4.0%,2:1,100%,50,30,2,36,SESC,907
20162017,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,"$11,516",124.09,132,73,55.3%,59,44.7%,127,96.2%,2,1.5%,2,1.5%,0,0.0%,0,0.0%,0,0.0%,1,0.8%,104,78.8%,12,9.1%,93.7%,5.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,10.00,1.00,9.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0,0.0%,15.6,13.3%,46.7%,33.3%,6.7%,0.0%,100.0%,0.0%,.9:1,100%,86,8,2,187,SESC,907
