SCH_YEAR,SCH_NUMBER,SCH_NAME,COHORT_TYPE,TARGET_LABEL,DISAGG_LABEL,FOUR_YR_GRADRATE
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Disability-With IEP (Total),14
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Female,99
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,112
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,GAP,118
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Hispanic,***
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Male,119
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Migrant,***
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,Two or more races,***
20162017,020,Allen County-Scottsville High School,FOUR YEAR,Denominator Count,White (Non-Hispanic),210
20162017,,---District Total---,FIVE YEAR,Actual Score,African American,***
20162017,,---District Total---,FIVE YEAR,Actual Score,All Students,89.3
20162017,,---District Total---,FIVE YEAR,Actual Score,American Indian or Alaska Native,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Asian,
20162017,,---District Total---,FIVE YEAR,Actual Score,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Actual Score,English Learners,
20162017,,---District Total---,FIVE YEAR,Actual Score,Female,91.4
20162017,,---District Total---,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,88.0
20162017,,---District Total---,FIVE YEAR,Actual Score,GAP,87.5
20162017,,---District Total---,FIVE YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Male,87.5
20162017,,---District Total---,FIVE YEAR,Actual Score,Migrant,
20162017,,---District Total---,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Actual Score,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Actual Score,White (Non-Hispanic),88.7
20162017,,---District Total---,FIVE YEAR,Numerator Count,African American,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,All Students,183
20162017,,---District Total---,FIVE YEAR,Numerator Count,American Indian or Alaska Native,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Asian,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Female,85
20162017,,---District Total---,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,103
20162017,,---District Total---,FIVE YEAR,Numerator Count,GAP,105
20162017,,---District Total---,FIVE YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Male,98
20162017,,---District Total---,FIVE YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,White (Non-Hispanic),173
20162017,,---District Total---,FIVE YEAR,Denominator Count,African American,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,All Students,205
20162017,,---District Total---,FIVE YEAR,Denominator Count,American Indian or Alaska Native,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Asian,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Female,93
20162017,,---District Total---,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,117
20162017,,---District Total---,FIVE YEAR,Denominator Count,GAP,120
20162017,,---District Total---,FIVE YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Male,112
20162017,,---District Total---,FIVE YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,White (Non-Hispanic),195
20162017,,---District Total---,FOUR YEAR,Delivery Target,African American,
20162017,,---District Total---,FOUR YEAR,Delivery Target,All Students,85.9
20162017,,---District Total---,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Asian,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Disability-With IEP (Total),
20162017,,---District Total---,FOUR YEAR,Delivery Target,English Learners,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Female,86.7
20162017,,---District Total---,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,81.7
20162017,,---District Total---,FOUR YEAR,Delivery Target,GAP,80.9
20162017,,---District Total---,FOUR YEAR,Delivery Target,Hispanic,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Male,85.3
20162017,,---District Total---,FOUR YEAR,Delivery Target,Migrant,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Two or more races,
20162017,,---District Total---,FOUR YEAR,Delivery Target,White (Non-Hispanic),85.4
20162017,,---District Total---,FOUR YEAR,Actual Score,African American,***
20162017,,---District Total---,FOUR YEAR,Actual Score,All Students,90.4
20162017,,---District Total---,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Actual Score,Asian,
20162017,,---District Total---,FOUR YEAR,Actual Score,Disability-With IEP (Total),57.1
20162017,,---District Total---,FOUR YEAR,Actual Score,English Learners,
20162017,,---District Total---,FOUR YEAR,Actual Score,Female,91.9
20162017,,---District Total---,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,85.7
20162017,,---District Total---,FOUR YEAR,Actual Score,GAP,84.7
20162017,,---District Total---,FOUR YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Male,89.1
20162017,,---District Total---,FOUR YEAR,Actual Score,Migrant,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Actual Score,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Actual Score,White (Non-Hispanic),90.5
20162017,,---District Total---,FOUR YEAR,Met Target,African American,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,All Students,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Asian,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20162017,,---District Total---,FOUR YEAR,Met Target,English Learners,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Female,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,GAP,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Hispanic,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Male,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Migrant,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Two or more races,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20162017,,---District Total---,FOUR YEAR,Numerator Count,African American,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,All Students,197
20162017,,---District Total---,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Asian,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Disability-With IEP (Total),8
20162017,,---District Total---,FOUR YEAR,Numerator Count,Female,91
20162017,,---District Total---,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,96
20162017,,---District Total---,FOUR YEAR,Numerator Count,GAP,100
20162017,,---District Total---,FOUR YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Male,106
20162017,,---District Total---,FOUR YEAR,Numerator Count,Migrant,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,White (Non-Hispanic),190
20162017,,---District Total---,FOUR YEAR,Denominator Count,African American,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,All Students,218
20162017,,---District Total---,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Asian,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Disability-With IEP (Total),14
20162017,,---District Total---,FOUR YEAR,Denominator Count,Female,99
20162017,,---District Total---,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,112
20162017,,---District Total---,FOUR YEAR,Denominator Count,GAP,118
20162017,,---District Total---,FOUR YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Male,119
20162017,,---District Total---,FOUR YEAR,Denominator Count,Migrant,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,White (Non-Hispanic),210
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,African American,***
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,All Students,98.0
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,American Indian or Alaska Native,***
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Asian,***
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Disability-With IEP (Total),93.1
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,English Learners,
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Female,99.3
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,95.2
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,GAP,95.7
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Hispanic,***
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Male,96.8
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Migrant,
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,Two or more races,100.0
20162017,020,Anderson County High School,FIVE YEAR,Actual Score,White (Non-Hispanic),97.8
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,African American,***
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,All Students,298
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,American Indian or Alaska Native,***
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Asian,***
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Disability-With IEP (Total),27
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Female,145
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,118
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,GAP,132
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Hispanic,***
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Male,153
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Migrant,
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,Two or more races,15
20162017,020,Anderson County High School,FIVE YEAR,Numerator Count,White (Non-Hispanic),267
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,African American,***
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,All Students,304
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,American Indian or Alaska Native,***
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Asian,***
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Disability-With IEP (Total),29
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Female,146
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,124
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,GAP,138
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Hispanic,***
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Male,158
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Migrant,
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,Two or more races,15
20162017,020,Anderson County High School,FIVE YEAR,Denominator Count,White (Non-Hispanic),273
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,African American,
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,All Students,96.5
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,Asian,
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,Disability-With IEP (Total),92.6
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,English Learners,
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,Female,97.5
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,95.7
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,GAP,94.6
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,Hispanic,
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,Male,95.6
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,Migrant,
20162017,020,Anderson County High School,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
